,Name,Explanation,n_iterations,n_way,n_shot,batch_size,eval_period,eval_iterations,time,accuracy,iteration,result_directory,image_size,backbone,aux_location_k,aux_rotation_k,dataset,train_classes,test_n_iterations,dfmn_k,distance,k,test_batch_size,test_dataset,test_n_way,test_accuracy,testing_time,accuracy_std,top_3_accuracy,top_3_accuracy_std,test_accuracy_std,test_top_3_accuracy,test_top_3_accuracy_std,version,is_test,test_balanced,is_feat
181,Few-Shot Learning training,,40000.0,15.0,5.0,3.0,1000.0,1000.0,114.8308253288269,0.616577777777778,38000.0,D:\petrtsv\projects\ds\few_shot_learning_study\experiments\6f0676bc-73de-4804-92bd-4842c74ebb5d,84.0,convnet64,0.0,1.0,google-landmarks,3000.0,1000.0,0.0,cosine_scale,1.0,5.0,,,,,0.007896416490623665,0.8149111270904541,0.006220205082324818,,,,1.0.9,False,,True
182,Few-Shot Learning testing,,40000.0,15.0,5.0,3.0,1000.0,1000.0,114.8308253288269,0.616577777777778,38000.0,D:\petrtsv\projects\ds\few_shot_learning_study\experiments\6f0676bc-73de-4804-92bd-4842c74ebb5d,84.0,convnet64,0.0,1.0,google-landmarks,3000.0,1000.0,0.0,cosine_scale,1.0,3.0,google-landmarks-test,100.0,0.38896,800.8089828491211,0.007896416490623665,0.8149111270904541,0.006220205082324818,0.002961289387215445,0.5464966297149658,0.003039914550915648,1.0.9,True,True,True
183,Few-Shot Learning testing,,40000.0,15.0,5.0,3.0,1000.0,1000.0,114.8308253288269,0.616577777777778,38000.0,D:\petrtsv\projects\ds\few_shot_learning_study\experiments\6f0676bc-73de-4804-92bd-4842c74ebb5d,84.0,convnet64,0.0,1.0,google-landmarks,3000.0,1000.0,0.0,cosine_scale,1.0,5.0,miniImageNet-test,5.0,0.5548000000000001,77.01352405548096,0.007896416490623665,0.8149111270904541,0.006220205082324818,0.011203024044772357,0.8924798965454102,0.007052601475394647,1.0.9,True,True,True
184,Few-Shot Learning training,,40000.0,15.0,5.0,3.0,1000.0,1000.0,112.76912093162537,0.6257777777777782,38000.0,D:\petrtsv\projects\ds\few_shot_learning_study\experiments\c2eff550-fbb2-420a-b854-ddf37b6d8a31,84.0,convnet64,0.0,1.0,google-landmarks,3000.0,1000.0,0.0,euclidean,1.0,5.0,,,,,0.007757989986514106,0.8229333162307739,0.006035882311094164,,,,1.0.9,False,,True
185,Few-Shot Learning testing,,40000.0,15.0,5.0,3.0,1000.0,1000.0,112.76912093162537,0.6257777777777782,38000.0,D:\petrtsv\projects\ds\few_shot_learning_study\experiments\c2eff550-fbb2-420a-b854-ddf37b6d8a31,84.0,convnet64,0.0,1.0,google-landmarks,3000.0,1000.0,0.0,euclidean,1.0,3.0,google-landmarks-test,100.0,0.39797333333333335,729.0670466423035,0.007757989986514106,0.8229333162307739,0.006035882311094164,0.0030241658650244684,0.5585900545120239,0.0029809215947676397,1.0.9,True,True,True
186,Few-Shot Learning testing,,40000.0,15.0,5.0,3.0,1000.0,1000.0,112.76912093162537,0.6257777777777782,38000.0,D:\petrtsv\projects\ds\few_shot_learning_study\experiments\c2eff550-fbb2-420a-b854-ddf37b6d8a31,84.0,convnet64,0.0,1.0,google-landmarks,3000.0,1000.0,0.0,euclidean,1.0,5.0,miniImageNet-test,5.0,0.56248,77.03090095520021,0.007757989986514106,0.8229333162307739,0.006035882311094164,0.011325268566709934,0.8966398835182191,0.0068370413182398,1.0.9,True,True,True
187,Few-Shot Learning training,,40000.0,15.0,5.0,3.0,1000.0,1000.0,113.00847721099855,0.6296888888888891,38000.0,D:\petrtsv\projects\ds\few_shot_learning_study\experiments\59fe9306-7eae-4c29-9ae4-0055e6c27cbd,84.0,convnet64,0.0,1.0,google-landmarks,3000.0,1000.0,0.0,sen,1.0,5.0,,,,,0.00785167355832853,0.8258888721466064,0.006019201261453694,,,,1.0.9,False,,True
188,Few-Shot Learning testing,,40000.0,15.0,5.0,3.0,1000.0,1000.0,113.00847721099855,0.6296888888888891,38000.0,D:\petrtsv\projects\ds\few_shot_learning_study\experiments\59fe9306-7eae-4c29-9ae4-0055e6c27cbd,84.0,convnet64,0.0,1.0,google-landmarks,3000.0,1000.0,0.0,sen,1.0,3.0,google-landmarks-test,100.0,0.3997966666666665,698.4437353610992,0.00785167355832853,0.8258888721466064,0.006019201261453694,0.0029655222511763787,0.5594766736030579,0.0029929906169121764,1.0.9,True,True,True
189,Few-Shot Learning testing,,40000.0,15.0,5.0,3.0,1000.0,1000.0,113.00847721099855,0.6296888888888891,38000.0,D:\petrtsv\projects\ds\few_shot_learning_study\experiments\59fe9306-7eae-4c29-9ae4-0055e6c27cbd,84.0,convnet64,0.0,1.0,google-landmarks,3000.0,1000.0,0.0,sen,1.0,5.0,miniImageNet-test,5.0,0.5665999999999999,75.79953193664552,0.00785167355832853,0.8258888721466064,0.006019201261453694,0.011440263967218577,0.8918798565864563,0.006997339137043352,1.0.9,True,True,True
190,Few-Shot Learning training,,40000.0,15.0,5.0,3.0,1000.0,1000.0,115.26203012466429,0.6014222222222226,38000.0,D:\petrtsv\projects\ds\few_shot_learning_study\experiments\efcd192d-53ec-446e-8669-2615f4c62fd5,84.0,convnet64,0.0,0.0,google-landmarks,3000.0,1000.0,1.0,cosine_scale,0.2,5.0,,,,,0.008045002994672873,0.8079111576080322,0.006333083483404645,,,,1.0.9,False,,True
191,Few-Shot Learning testing,,40000.0,15.0,5.0,3.0,1000.0,1000.0,115.26203012466429,0.6014222222222226,38000.0,D:\petrtsv\projects\ds\few_shot_learning_study\experiments\efcd192d-53ec-446e-8669-2615f4c62fd5,84.0,convnet64,0.0,0.0,google-landmarks,3000.0,1000.0,1.0,cosine_scale,0.2,3.0,google-landmarks-test,100.0,0.37156999999999996,779.8999710083008,0.008045002994672873,0.8079111576080322,0.006333083483404645,0.0029563924225576256,0.5334100127220154,0.002970668757243918,1.0.9,True,True,True
192,Few-Shot Learning testing,,40000.0,15.0,5.0,3.0,1000.0,1000.0,115.26203012466429,0.6014222222222226,38000.0,D:\petrtsv\projects\ds\few_shot_learning_study\experiments\efcd192d-53ec-446e-8669-2615f4c62fd5,84.0,convnet64,0.0,0.0,google-landmarks,3000.0,1000.0,1.0,cosine_scale,0.2,5.0,miniImageNet-test,5.0,0.5407600000000001,75.56554222106935,0.008045002994672873,0.8079111576080322,0.006333083483404645,0.011298179076756143,0.8845199346542358,0.007227804801605751,1.0.9,True,True,True
193,Few-Shot Learning training,,40000.0,15.0,5.0,3.0,1000.0,1000.0,115.36183023452759,0.5997777777777781,38000.0,D:\petrtsv\projects\ds\few_shot_learning_study\experiments\0634b50d-2198-4c85-83a9-a6f7249a1a35,84.0,convnet64,0.0,0.0,google-landmarks,3000.0,1000.0,1.0,euclidean,0.2,5.0,,,,,0.007910606095610562,0.8083111047744751,0.006309456472966848,,,,1.0.9,False,,True
194,Few-Shot Learning testing,,40000.0,15.0,5.0,3.0,1000.0,1000.0,115.36183023452759,0.5997777777777781,38000.0,D:\petrtsv\projects\ds\few_shot_learning_study\experiments\0634b50d-2198-4c85-83a9-a6f7249a1a35,84.0,convnet64,0.0,0.0,google-landmarks,3000.0,1000.0,1.0,euclidean,0.2,3.0,google-landmarks-test,100.0,0.3715633333333334,715.0864901542664,0.007910606095610562,0.8083111047744751,0.006309456472966848,0.002908360786158152,0.5328134298324585,0.003045396678924609,1.0.9,True,True,True
195,Few-Shot Learning testing,,40000.0,15.0,5.0,3.0,1000.0,1000.0,115.36183023452759,0.5997777777777781,38000.0,D:\petrtsv\projects\ds\few_shot_learning_study\experiments\0634b50d-2198-4c85-83a9-a6f7249a1a35,84.0,convnet64,0.0,0.0,google-landmarks,3000.0,1000.0,1.0,euclidean,0.2,5.0,miniImageNet-test,5.0,0.5410400000000001,76.66669154167175,0.007910606095610562,0.8083111047744751,0.006309456472966848,0.011183851936794591,0.8836798071861267,0.007150919299245926,1.0.9,True,True,True
196,Few-Shot Learning training,,40000.0,15.0,5.0,3.0,1000.0,1000.0,139.1438055038452,0.6149777777777781,38000.0,D:\petrtsv\projects\ds\few_shot_learning_study\experiments\03b6ba5d-c81a-4ae2-85ea-6eb6a257e667,84.0,convnet64,0.0,0.0,google-landmarks,3000.0,1000.0,1.0,sen,0.2,5.0,,,,,0.00802058412896279,0.8158666491508484,0.006171897893484634,,,,1.0.9,False,,True
197,Few-Shot Learning testing,,40000.0,15.0,5.0,3.0,1000.0,1000.0,139.1438055038452,0.6149777777777781,38000.0,D:\petrtsv\projects\ds\few_shot_learning_study\experiments\03b6ba5d-c81a-4ae2-85ea-6eb6a257e667,84.0,convnet64,0.0,0.0,google-landmarks,3000.0,1000.0,1.0,sen,0.2,3.0,google-landmarks-test,100.0,0.3834766666666668,800.8814821243286,0.00802058412896279,0.8158666491508484,0.006171897893484634,0.0029312979390719736,0.5454301238059998,0.003022328766379422,1.0.9,True,True,True
198,Few-Shot Learning testing,,40000.0,15.0,5.0,3.0,1000.0,1000.0,139.1438055038452,0.6149777777777781,38000.0,D:\petrtsv\projects\ds\few_shot_learning_study\experiments\03b6ba5d-c81a-4ae2-85ea-6eb6a257e667,84.0,convnet64,0.0,0.0,google-landmarks,3000.0,1000.0,1.0,sen,0.2,5.0,miniImageNet-test,5.0,0.5513600000000001,81.87878823280334,0.00802058412896279,0.8158666491508484,0.006171897893484634,0.01122631657240182,0.8851998448371887,0.007218694545299989,1.0.9,True,True,True
199,Few-Shot Learning training,,40000.0,15.0,5.0,3.0,1000.0,1000.0,110.45518016815186,0.6093555555555559,38000.0,D:\petrtsv\projects\ds\few_shot_learning_study\experiments\2993809f-88d2-4fa7-b15b-a2e90ebaf4ba,84.0,convnet64,0.0,1.0,google-landmarks,3000.0,1000.0,1.0,sen2,0.2,5.0,,,,,0.008194542321398466,0.8072888255119324,0.006520389052494739,,,,1.0.9,False,,False
200,Few-Shot Learning testing,,40000.0,15.0,5.0,3.0,1000.0,1000.0,110.45518016815186,0.6093555555555559,38000.0,D:\petrtsv\projects\ds\few_shot_learning_study\experiments\2993809f-88d2-4fa7-b15b-a2e90ebaf4ba,84.0,convnet64,0.0,1.0,google-landmarks,3000.0,1000.0,1.0,sen2,0.2,3.0,google-landmarks-test,100.0,0.38372666666666677,713.3835191726685,0.008194542321398466,0.8072888255119324,0.006520389052494739,0.002895408605187011,0.5398266315460205,0.0030303321360861616,1.0.9,True,True,False
201,Few-Shot Learning testing,,40000.0,15.0,5.0,3.0,1000.0,1000.0,110.45518016815186,0.6093555555555559,38000.0,D:\petrtsv\projects\ds\few_shot_learning_study\experiments\2993809f-88d2-4fa7-b15b-a2e90ebaf4ba,84.0,convnet64,0.0,1.0,google-landmarks,3000.0,1000.0,1.0,sen2,0.2,5.0,miniImageNet-test,5.0,0.5652,83.84721541404724,0.008194542321398466,0.8072888255119324,0.006520389052494739,0.011513939847454947,0.8949998617172241,0.006789896855105488,1.0.9,True,True,False
